name,price,colors,plain_text_description,brand,height,color,material,base_type,weight,url
Acrylic O Shape Hookah,"Rs. 2,500.00",N/A,"
 
Height: 16 inches
Acrylic made hookah
Elegant style
Highly demanding model
Easy to use, clean and carry
Metallic upper stem
Comes with Silicone Bowl and (HMS)
LED Light with Remote
Silicone pipe with long metal handle
Economic range/price
 
 O Shape Acrylic LED Hookah is one of the class hookahs at a very affordable price. This hookah is very stylish in looks. Its LED function and transparent body provide the feel of disco effect in the hookah/shisha session. 
 Base: O Shape hookah base is of a round shape that comes in acrylic material. There is a metallic water container inside it which holds the water. 
 Metallic Stem: The upper stem of O Shape hookah is made up of fine quality metallic material which allows a good smoke flow. 
 Silicone Bowl: With this acrylic shisha, you will get a popular silicone bowl. At once this bowl can hold up to 25-30 gram flavor. It allows good smoke flow between flavor and charcoal. 
 HMD: Another point to note about this hookah is it comes with a highly demanding aluminum-made heat management system. Now you don't need to use foil on your bowl. 
 Pipe: O Shape hookah comes with a long metallic handle silicone pipe. The approx. pipe's length is around 1.6 meters. 
 LED: In the box, you will get a LED Light with a remote as well. Now enjoy a hookah session with different lighting effects. 
 Diameter: 
 Height: 16 inches 
 For any questions chat with us on Instagram @shopdop.inor email us - sales@shopdop.in 
 ",,,,,,,https://shopdop.in/products/o-shape-hookah
U Shape Hookah,"Rs. 2,650.00","['Black', 'Blue', 'Red']","
 
Height: 16 inches
Acrylic made hookah
Elegant style
Highly demanding model
Easy to use, clean and carry
Metallic upper stem
Comes with Silicone Bowl and (HMS)
LED Light with Remote
Silicone pipe with long metal handle
Economic range/price
   
 ",,,,,,,https://shopdop.in/products/u-shape-hookah
Razor Hookah - Small Shisha,"Rs. 1,999.00","['Red', 'Black', 'Silver', 'Blue', 'Rose Gold']","
  Features? 
 
Height: 15 inches
Easy to use and clean
Easy to assemble and dissemble
Aluminum metal used to design
Smoke exhales from the stem (X Function)
Heavy glass base
Downstem with a good quality diffuser
Designer glass base
German clay chillum
Metal coal tray
Components: Glass base, Metallic upper stem, Metal coal tray, German clay chillum, Silicone pipe, Tong, Upper stem and down stem with a diffuser
 
 Razor Hookah is one of the popular and best-selling hookahs on our online website due to its economic price and impressive features. 
 

Qualities: The main and attractive quality of the Razor hookah is its X function technology. Basically, the back smoke exhales from its stem. High-quality aluminum is used to design this precious piece. 

Other Features: The design of the Razor hookah is very unique. Its base is like a spring shape. The glass used to make its base is of high quality. The other feature to note is its down stem which comes with a diffuser. 

Silicone Pipe: Razor hookah comes with a long metallic handle food-grade quality silicone pipe. 

Components: The other components of Razor hookah are such as German clay chillum or bowl, tong, heavy glass base, upper stem, down stem with a diffuser etc.
 
 ",,,,,,,https://shopdop.in/products/razor-hookah
Afzal Hookah 2 Go,Rs. 999.00,N/A,"
 - Good for traveling purpose - A compact hookah to buy  - LED Light is including - 8 inches approx. height - no extra chillum required (included bowl) - Cover helps you for hassale free hookah experience 
 ",,,,,,,https://shopdop.in/products/afzal-hookah-2-go
Pumpkin Hookah,Rs. 650.00,N/A,"
 
Easy to clean and wash
Easy to assemble and disassemble
Easily portable
Metal and glass design stem
Innovative design
Produce dense and flavorful smoke

Components: Glass base, Ceramic chillum, Premium quality PVC hose/pipe, Stem, Metal coal plate, Tong
Order will be processed as per design availability
 
 This small hookah is specially designed to produce dense and heavy smoke. 
 

Base: This hookah base is made with strong quality glass material and transparent. The innovative design of the base makes it unique.

Stem: You can get a glass and metal designed stem which allows good and heavy smoke flow.

Chillum: You will get premium ceramic chillum with this hookah. This chillum allows good smoke flow and don’t let your flavor to fall in shisha base.

Pipe: This pumpkin hookah comes with high grade PVC pipe that allows a good smoke flow.
 
 ",,,,,,,https://shopdop.in/products/pumpkin-hookah
Mini Glassic Hookah,Rs. 999.00,N/A,"
 
Easy to wash and clean
Easy to assemble & dissemble
No previous flavor smell after wash
Long Aluminum stem
Premium stainless steel down stem 
Components: Glass base, Germany made clay chillum, Coal Tray, Premium quality silicone pipe with a metal handle,  high-grade metal plus carbon stem, Tong
 
 ",,,,,,,https://shopdop.in/products/mini-glassic-hookah
Shakti Hookah,"Rs. 1,150.00","['Yellow', 'RB / Cherry', 'RB / Blue', 'RB / Green']","
 
Compact hookah
Low price model
Comes with a travel bag
Ceramic chillum
Leather coated tong
Design like petite
Tong for charcoal holding
Good for outdoor sessions
 
 ",,,,,,,https://shopdop.in/products/shakti-hookah
Portable Sky Russian Tao with Big Suitcase,"Rs. 3,000.00",N/A,"
 
Easy to wash and clean
Anti-rust
Easy to assemble & dissemble
High-quality metal stem
Premium stainless steel down stem
Portable
Designer hookah case
Produce a smooth and dense smoke flow
Strong quality glass base
Components: Glass base, Germany made clay chillum, Coal Tray, long metal handle silicone pipe, spring, Metal stem, Stainless steel down stem, shark Tong, Hookah case
 

Quality: Portable Sky Russian Tao Hookah components are made with high-quality metal and stainless steel material. This hookah has the anti-rust property that makes it a long term running hookah.

Portable: You can get a high-quality hookah case with this Russian tao so, you can easily take this hookah anywhere and enjoy your smoking session anytime.

Dow Stem: Portable Sky Russian Tao Hookah has a metal stem and stainless steel down stem that allows smooth and dense smoke flow during your smoking session.

Pipe: You can get a premium long metal handle silicone pipe with this hookah which provides you dense flavorful smoke. 

Chillum: You can get German clay chillum which allows good heat flow between flavor and charcoal. This chillum didn’t allow the flavor to fall in your shisha base.

Dimensions:Height without chillum: 24.5 inchesHeight with chillum: 27 inches approx.Base Diameter: 6.5 inches

Suitcase Dimensions:Length: 13 inchesWidth: 9 inchesHeight: 8 inchesInside depth: 6 inches
 
 ",,,,,,,https://shopdop.in/products/sky-tao-hookah
Cocoyaya Dodo Hookah,"Rs. 3,500.00",N/A,"
 
Easy to wash and clean

Stainless steel components
No residue smell after wash
Anti-rust
Designed to produce dense smoke flow
Premium designer glass base
Down stem with a diffuser
Pressure nob
High grade silicone chillum
Orders will be processed according to color availability

Components in a box: Glass Base, COCOYAYA silicone chillum, Premium quality leather coated pipe, Charcoal plate, Down stem with a diffuser, stainless steel stem, Tong
   COCOYAYA recently launches the prince series in hookahs and DODO is one of them. Basically DODO is categorized in premium small hookah which is designed to produce huge smoke and enhances your hookah smoking session. 

Quality: COCOYAYA DODO hookah has a strong designer glass base and components of hookah is made with superior quality stainless steel. So, there is no chance of rust in this hookah.

Down Stem: Dodo hookah has diffuser fitted down stem made with stainless steel which helps to produce huge smoke clouds.

Silicone Chillum: You can get COCOYAYA food-grade silicone chillum with this hookah. This chillum doesn’t let your flavor to fall in shisha base and gives a long lasting life to your flavor.

Pipe: COCOYAYA DODO comes with a high-quality leather coated pipe.

Dimensions: Height - 10 inch  Height with chillum - 13 inch  Base diameter - 3.5 inch

 
 ",,,,,,,https://shopdop.in/products/cocoyaya-dodo-hookah
COCOYAYA Kenny Hookah - Gold Stem / Grey Base,"Rs. 4,500.00",N/A,"
 Specifications 
 

Stem Color : Gold
Base : Grey
Height : 18+ inches (from surface)

 
 Scope of Delivery 
 

cocoyaya bowl
cut glass base
stainless steel charcoal plate
down stem
upper stem

silicone pipe
handle
tong
essential grommets

 
 Material 
 

Stem : stainless steel body
Base : heavy cut design glass pot
Bowl : stone/ceramic bowl
Pipe : silicone pipe

Handle : good metal handle

Tong : Aluminum
Rubbers/ Grommets : Silicone

 
 Specifications 
 

Newest edition in Prince Series by COCOYAYA

Golden stem color with 18+ inches height

Stainless steel shisha in collection
Offers high quality smoke
Designer grey cut glass base makes it more premium
Purely stainless steel shisha
Lock system helps you to hold it easily and comfortably
User friendly shisha, very much easy to assemble and dissemble
Get hassle free experience in outdoor sessions as well
Convenient for open party sessions
Stone bowl with decent space of flavor holding

Dense smoke assured
Provides good flavor taste supply
Silicone pipe with good grip metal handle

 
  
 ",,,,,,,https://shopdop.in/products/cocoyaya-kenny-hookah
Gripper Tao Hookah,"Rs. 3,000.00",N/A,"
 

Height: 19 inches approx.
Elegant model
Crystal cut glass base
Upper small hookah
Metallic stem with X Function Technology
Easy to assemble & dissemble
Lock system
Metallic coal tray/holder
Rubber diffuser with down stem
German clay bowl
Long metal handle silicone pipe
Complimentary personal Lanyard Mouth Tip by Shopdop
   Gripper is a premium and updated Russian tao hookah which comes with the X Function Technology. With this model, you will get a complimentary lanyard mouth tip officially by us. 

Upper Stem: The upper stem of Gripper Tao is made up of high-quality metallic material. It is an X Function Technology hookah which means the back smoke exhales from its stem.

Portable: You can easily assemble this hookah within 1 to 2 minutes. Just fill the water in the glass base and attached it with the upper stem. A lock system is available to attach it safely. Now attach the other parts and enjoy a dense smoke session. You can carry this shisha outside also.

Rubber Diffuser: A rubber diffuser also comes in the box which helps you to generate more dense smoke during sessions. 

Silicone Pipe: A long metal handle silicone pipe comes with Gripper Russian tao hookah. For its stability, spring is also given in the box.

Components: Its other components are a German clay bowl, metallic charcoal plate/holder, tong, essential grommets/rubbers etc.

Dimensions: Height: 19 inches with chillum & hmd
   
 ",,,,,,,https://shopdop.in/products/gripper-tao-hookah
Printed Handle Hookah Hose / Pipe,Rs. 449.00,"['Blue', 'Brown', 'Dark Blue', 'Black']","
 Acrylic handle hookah hoses in leather coated pipes segment which are now available here at very exclusive prices. 
 Let's check out its features: 
 

Handle: The most appealing point of this hose is its fancy printed acrylic long handle. You can easily hold the grip and enjoy a dense smoke session.

Compatible: This COCOYAYA hookah hose can be used with all types of hookahs (small, medium and long). There is no issue of fitting with this pipe.

Smoke Flow: It allows a good smoke flow during the shisha session. You will enjoy it a lot if you invest in this pipe.

Portable: Another impressive feature of this hose is its portability. It is a lightweight accessory which is easy to carry anywhere. This foam handle hookah hose is best for outdoor sessions.

Colors: COCOYAYA Acrylic handle hookah hose is available in different colors.

Dimensions:Length: 18 cm (72 inches approx.)
 
 
Fancy hookah hose
Easy to use and clean
Compatible with all types of hookahs
Acrylic mouth tip & back tip
Fine quality printed acrylic handle
Easy to grip and carry
Good quality leather coated material
Allows good smoke flow

Colors Available: Different acrylic handles
Order will be processed as per color available in our inventory
 
 ",,,,,,,https://shopdop.in/products/cocoyaya-acrylic-handle-leather-coated-hookah-hose-pipe-1
Metal Handle Hookah Hose / Pipe,Rs. 449.00,['Green'],"
 A new edition of its Long Wooden Metal Handle hookah hoses in leather coated pipes segment which are now available here at very exclusive prices. 
 Let's check out its features: 
 

Handle: The most appealing point of this hose is its fancy aluminum long handle. You can easily hold the grip and enjoy a dense smoke session.

Compatible: This COCOYAYA hookah hose can be used with all types of hookahs (small, medium and long). There is no issue of fitting with this pipe.

Smoke Flow: It allows a good smoke flow during the shisha session. You will enjoy it a lot if you invest in this pipe.

Portable: Another impressive feature of this hose is its portability. It is a lightweight accessory which is easy to carry anywhere. This foam handle hookah hose is best for outdoor sessions.

Colors: COCOYAYA Long handle hookah hose is available in different colors (black, white) etc.

Dimensions:Length: 18 cm (72 inches approx.)
 
 
Fancy hookah hose
Easy to use and clean
Compatible with all types of hookahs
Aluminum mouth tip with wooden back tip
Fine quality foam handle
Easy to grip and carry
Good quality leather coated material
Allows good smoke flow

Colors Available: Black, White (different foam handles)
Order will be processed as per color available in our inventory
 
 ",,,,,,,https://shopdop.in/products/cocoyaya-long-aluminum-handle-leather-coated-hookah-hose-pipe
MYA Long Wooden Handle Hookah Hose / Pipe,Rs. 450.00,"['Orange', 'Pink', 'Blue', 'Brown', 'Red']","
 MYA is known for their high-quality leather pipes/ hoses internationally but now MYA launches a very unique long handle pipe made with premium quality wood which gives this pipe a traditional and elegant look. 
 

Handle: The handle of this pipe is made with high-quality wooden material which gives a great grip.

Smoke Flow: This pipe allows a good smoke flow and produces dense and heavy flavorful smoke.
 
 

Portability: MYA Long Wooden Handle hookah pipe is lite weight and easy to carry anywhere. So you can enjoy your hookah session anywhere at any time. 

No Awful Smell: You can clean or wash this leather coated pipe very easily and it didn’t allow previously used flavor smell to ruin your ongoing shisha session.

Dimensions: Handle Length: 13inches

 
 Pipe Length: 81inches 
 Pipe Thickness: 2cm 
 ",,,,,,,https://shopdop.in/products/mya-long-wooden-handle-hookah-hose-pipe
MYA Medium Wooden Handle Hookah Hose / Pipe,Rs. 450.00,"['Brown', 'Blue', 'Sky Blue', 'Pink', 'Green', 'Amber']","
 MYA is known for their high-quality leather pipes/ hoses internationally but now MYA launches a very unique medium handle pipe made with premium quality wood which gives this pipe a traditional and elegant look. 
 

Handle: The handle of this pipe is made with high-quality wooden material which gives a great grip.

Smoke Flow: This pipe allows a good smoke flow and produces dense and heavy flavorful smoke.
 
 

Portability: MYA Medium Wooden Handle hookah pipe is lite weight and easy to carry anywhere. So you can enjoy your hookah session anywhere at any time. 

No Awful Smell: You can clean or wash this leather coated pipe very easily and it didn’t allow previously used flavor smell to ruin your ongoing shisha session.

Dimensions: Handle Length: 8 inches

 
 Pipe Length: 71inches 
 Pipe Thickness: 2cm 
 
Brand: MYA

Material: Pipe (Leather Coated), Handle (Wooden),
Easy to clean and wash
Easy to handle and carry
Traditional style wooden handle
Lite weight pipe
Allow good smoke flow
Available in multiple colors
Order will be processed according to color availability
 
 ",,,,,,,https://shopdop.in/products/mya-medium-wooden-handle-hookah-hose-pipe
Java Set (Silicon Metal Bowl + Heat Management Device),Rs. 650.00,N/A,"
 Java Set is a premium combo pack of Silicon Metal Bowl + Heat Management Device. Let's check out its other features: 

Lock: Both of these products are attached to each other which makes them portable. You can easily hold it from the stick.

Dense Smoke: Java set produces a huge and dense smoke during the shisha session. It allows good smoke flow.

Holes: The holes on the heat management device helps to reduce unwanted gases that pass from the charcoal.

Compatible: Java set is compatible with all types of hookahs. You can attach this combo pack with any shisha.
 
Combo pack
Easy to use, clean and carry
Portable hookah parts
No need of foil
Compatible with all types of hookahs
Silicone Metal Bowl + Heat Management Device (attached)
Lock system (locked with each other)
Easy to grip
Produce heavy and dense smoke
 
 ",,,,,,,https://shopdop.in/products/java-set-silicon-metal-bowl-heat-management-device
Afzal Hookah Flavors,Rs. 100.00,"['Barfila Pan', 'Orange with Mint', 'Icy Mango', 'Brain Freeze Up', 'Chief Commissioner', 'Orange', 'White Rose', 'Pan Kiwi Mint', 'Pan Raas', 'Lush Ice', 'Strawberry', 'Chilled Pan Shot', 'Kiwi', 'Vanilla', 'Tangerine Twist', 'Watermelon', 'Mint', 'Icy Double Apple', 'Mango', 'Double Apple', 'Cigar Pan Mint', 'Sea Breeze', 'Lemon Orange Pan', 'Bubble Gum', 'Blueberry', 'Dubai Special', 'Grape', 'Gum', 'Natural Colonel Cigar', 'Rasmalai', 'Romeo Juliet', 'Summer Kiwi Blast', 'Winter Green', '1001 Nights', 'Bombay Pan Masala', 'Gum Cinnamon', 'Maghai Pan', 'Salsa Paan', 'Four Seasons', 'Kesar Pan', 'Blueberry with Mint', 'Candy Crush', 'Chocolate', 'Crush Ice', 'Iced Coconut', 'Gum with Mint', 'Magic Queen', 'Pan Apple Splash', 'Pan Rajni', 'Sweet Paan', 'Lychee', 'Mast Supari', 'Lemon Blast', 'Aniseed', 'Pan Fusion', '7 Heaven', 'Lemon', 'Kiwi Fusion', 'Natural Spring Water', 'Peach', 'Pan Candy', 'Minty Double Apple', 'Silver Fox', 'Love', 'Pan Zafran', 'Kiwi Lemonade', 'Mix Fruit', 'Calcutta Pan', 'Garam', 'Icy Blueberry', 'Fruit Blast', 'Cranberry', 'Black Mint', 'Lemon Mint', 'Kiwi with Mint', 'Blueberry Ice Cream', 'Grape with Mint', 'Fennel Seed', 'Banaras Pan', 'Lemon Pan', 'Pink Lady Mischief', 'Kiwi Maghai Mint', 'Salsa Rajni Kiwi', 'Blue Fire Pan', 'Russian Kick']","
 Afzal hookah flavors are known for their rich, bold, and aromatic blends that cater to a wide range of tastes. 
 Made with premium ingredients, these flavors offer a smooth and consistent smoking experience, producing thick clouds and vibrant aromas. 
 From traditional classics like Pan Raas and Double Apple to exotic fruity and spicy blends, Afzal ensures every puff is flavorful and satisfying. 
 Ideal for both solo sessions and social gatherings, Afzal’s 50g packs are perfect for exploring unique tastes or enjoying your go-to favorites. 
 ",,,,,,,https://shopdop.in/products/afzal-flavors
Chillumm Shisha Molasses,Rs. 90.00,"['Indian Paan', 'Vanila Supar', 'Commissioner', 'Pan Kiwi Mint', 'Zafran', 'Grape Mint', 'Kiwi', 'Blueberry', 'Mint', 'Lemon', 'Brain Freeer']","
 














View this post on Instagram























A post shared by Hookah Order Online @ shopdop® (@shopdop.in)What are you getting in just @ Rs. 249/‑ only
 
 

5 good quality flavors
No delivery charges

 
Hence, a win‑win deal.Getting home delivery of decent quality flavors and that too at very affordable prices.
🔻Which flavors are available ?

choose below

 
🔻Buy any 5 flavors @ Rs. 249/‑ only and no delivery charges.
About Chillumm Hookah Flavors 
- good quality content used by famous house
- 100% pure molasses 
- variety of tastes available 
- assured by shopdop.in
 

 
  
 ",,,,,,,https://shopdop.in/products/chillumm-shisha-molasses
Alshan Rolling Papers,Rs. 25.00,N/A,"
 
Alshan Rolling Paper
1 pack contains 32 sheets
Organic smoking sheets
Long lasting and durable sheets
 
 ",,,,,,,https://shopdop.in/products/alshan-rolling-papers
Double Burner Hot Plate (Charcoal Burner),"Rs. 1,350.00",N/A,"
 
Power - 2000 Watts
Makes your coconut / brick charcoal instantly red
Don't wait much
Get good quality smoke
Multiple-purpose hot plate
Special double coal burner
One extra coil in it
On/Off regulator
Light indicator
At once can ignite up to 22-25 coconut coals
Can be used as a cooking plate also
Best for the tour, trips and outdoor hookah sessions
 
 ",,,,,,,https://shopdop.in/products/double-buner-hot-plate-charcoal-burner
Quick Coco Coconut Charcoal,Rs. 980.00,['1 kg'],"
 

Brand: COCOYAYA
Pack of 1 Kilogram
1KG Pack - 12 small boxes
Ignite quickly with match stick/lighter
Best for outdoor sessions
 
 ",,,,,,,https://shopdop.in/products/quick-coco-coconut-charcoal
Silver Brick Charcoal,Rs. 80.00,"['COCOYAYA Smokers Coal', 'Alshan Smokers Coal', 'Zealous Smokers Coal', 'Shisha 3Sixty Smokers Coal']","
 
1 Pack - 10 Bars (30 Pcs)
Made from natural ingredients
Chemical Free Silver Brick Coal
Low ash deposits
Ignites quickly
Burns Longer
Smokeless & Odourless
   
 ",,,,,,,https://shopdop.in/products/silver-brick-charcoal
X-moke Magic Coal Rolls,Rs. 200.00,"['5 Rolls', '10 Rolls', '20 Rolls']","
 What are its key points? 
Chemical free product
Made from natural ingredients
Ignite even with a matchstick
Long lasting & durable
Pack of 10 Rolls - 30 discs
Compatible on any chillum/phunnel
Deposit very less ashes
   Why to buy it? 

Chemical Free: This premium magic coal by Xmoke is a chemical free product which is made from natural ingredients.

Burn Quickly: You can ignite this magic coal for your hookah session with a lighter or matchstick also.

Less Ashes: As compare to other local coals it deposits very less ashes. Eco-friendly product for hookah.

Pack of 10 Rolls: Each box carries 10 rolls. Single roll contains 10 polo/round discs.

Price Range: Grab this product in a minimal price range from here.
 
 ",,,,,,,https://shopdop.in/products/x-moke-magic-coal-rolls
Cocoyaya Magic Coal Rolls,Rs. 250.00,"['5 Rolls', '10 Rolls', '20 Rolls']","
 These are popularly know as Quick Lightning charcoal for Hookah as well as Magic Charcoal too.  
   
 What are the features ?  
 - You get 10 polo discs in 1 roll - which means 10 pieces of charcoal in pack - They can light up with a matchstick as well - Hookah lovers prefer it for :    - outdoor use    - while traveling    - during a journey    - rive / camp side trips     - or whenever you don't have bandwidth to cook coal properly. 
 - Ignites instantly  - Brand : Cocoyaya - Preferred magic coal  - You can start burning your flavor anywhere, anytime - Starts working instantly 
  
  
 ",,,,,,,https://shopdop.in/products/cocoyaya-magic-coal-rolls
COCOYAYA Charcoal Heater Coal Burner - 500 Watt,Rs. 999.00,N/A,"
 

Power: 500watt

Brand: COCOYAYA
Premium coal burner/heater
Round coating/coils

Multi purpose coal burner
3 pin plug with decent braided wire
Side handles for easy hold
Heavy material used to make this heater
Ignite coconut charcoal quickly
At once can ignite 6-9 cubic charcoal
 
 COCOYAYA recently launched its own charcoal heater with 500-watt power. Premium coal burner for coconut cubic charcoals. 
 

Qualities: One of the key features of the COCOYAYA coal burner is its round shape and look. The color of this heater is yellow. 

Portable/Compact Size: Another useful point of this charcoal burner is its portability and compact design. Now you can easily carry it anywhere and enjoy a hookah sojourn.

Less Electricity: The power of the COCOYAYA cooking plate is 500 watts. It consumes very less electricity and ignites coconut charcoals very quickly.

Multi Purpose: It is a multipurpose shisha accessory. You can use it as a cooking plate as well. At once you can ignite 10-12 coconut cubic charcoals.

Wire/Plug: It comes with a braided wire which has a decent length. Two side grip handles also come with it for better holdings. It has a 3-pin plug.
 
 ",,,,,,,https://shopdop.in/products/cocoyaya-charcoal-heater-coal-burner-500-watt
Aladdin 1kg Buckets,"Rs. 2,950.00",['Brain Freezer'],"
 
Kilo packs of Aladdin Flavors
Refreshing and fresh tastes
Can use for mixings as well
Airtight bucket pack
Offers good amount of bowls
 
 ",,,,,,,https://shopdop.in/products/aladdin-1kg-buckets
Al Ayaan Shisha Molasses,Rs. 90.00,"['Navabi Paan', 'Qiwam', 'Kiwi Zafran', 'Mogul Pan', 'Kiwi Spring', 'Gummy Pan', 'Pan Salsa', 'RMDE Pan', 'Pan Rajni', 'Kiwi Maghai Mint', 'Ilaichi Pan', 'Maghai', 'Red Pan', 'Zafran Paan']","
 - 50gms flavors - check list in Flavors section  - you can add multiple flavors in your cart - try the taste of Ayaan shisha molasses  - chat with us on Instagram@shopdop.inemail us - sales@shopdop.in 
 ",,,,,,,https://shopdop.in/products/al-ayan-flavors
Shisha 3Sixty Cream Flavors,Rs. 120.00,['Mint'],"
 
Cream flavor
Liquid flavor with taste
Used only on ceramic phunnel
Long lasting
 
 ",,,,,,,https://shopdop.in/products/shisha-3sixty-cream-flavors
Nameless Molasses,Rs. 70.00,"['Boost Master', 'Commissioner', 'Mint', 'Double Apple', 'Chocolate', 'Weapon Girl']","
 
Low price flavors
Premium flavor without name
50g pack
Good airtight box
One pack offers 3-4 bowls (depends on you)
 
 ",,,,,,,https://shopdop.in/products/nameless-molasses
Space Smoke Cream Tubes,Rs. 500.00,"['Secret Star', 'Lelime', 'Chocomentor', 'Orange Cloud', 'Saturing', 'Cranberry Strike', 'Small Giant', 'Nuts Rain', 'Mango Rich', 'Cherry Feul', 'Hardness', 'Watermelon Alien', 'Marmecola', 'Milky Crunch', 'Moon Black Current', 'Candy Sattelite']","
 
100% Original
Imported from Russia
Cream shisha flavor
Each pack carries 30g of flavor in a tube
Offers amazing tastes
Gives a remarkable smoking session
Use it only on a ceramic phunnel bowl (recommended)

Paste can be used with tobacco also
One chillum running time is 2-2.5 hours (you can pause and restart)
Easy to use and serve
Made up of natural minerals
Exclusively in India
 
 Check Out - How to use Space Smoke Paste? 
 ",,,,,,,https://shopdop.in/products/space-smoke-cream-tubes
Bazooka Handle Only (Medium Size),Rs. 275.00,N/A,"
 
Premium hookah accessory
Ice chiller inside it
Provide cool and dense smoke
Acrylic made
Most demanding product
Compatible with all types of hookahs
High quality coated hose
 
 Ice Chiller Bazooka Handles available in multi-color. 
 Can be fit with silicon pipe and other PVC pipe as well. 
 The Bazooka handle is an accessory designed to cool the smoke of your hookah. 
 Just freeze the tip beforehand and attach it to the end of your silicone hose to obtain a refreshing smoke and thus enjoy an improved smoking experience. 
 Place the Bazooka Ice Tip in the freezer for a few hours then attach it to the end of the hose. 
 Bazooka is a highly demanding shisha accessory. 
 Note : Silicone pipe is not included with this handle (just for reference). 
 Video:- 
  
   
 ",,,,,,,https://shopdop.in/products/bazooka-handle-medium-size
Tito's Phunnel,Rs. 250.00,N/A,"
 
High quality ceramic material
Compatible with many heat management system
Easy to use, wash and clean
Left no awful smell after wash
Generate heavy and dense smoke
Single phunnel bowl design
Absorbs high temperature of the heat
Long-lasting flavor burning time
Holds up-to 25-30gm of flavor
 
 ",,,,,,,https://shopdop.in/products/titos-phunnel
Micro Phunnel Bowl,Rs. 180.00,N/A,"
 
Tiny phunnel bowl
Smallest chillum on our platform
Compatible on any hookah
Look elegant
Hold good amount of flavor
 
 ",,,,,,,https://shopdop.in/products/micro-phunnel-bowl
Zyro Phunnel Bowl,Rs. 250.00,N/A,"
 
Ceramic made bowls
Compatible with all types of hookahs
Can be used with any heat management device
Latest collection updated
Single hole phunnel
Allows good smoke flow
Can hold up to 25-30g flavor at once
 
 ",,,,,,,https://shopdop.in/products/zyro-phunnel-bowl
Flare Phunnel Bowl,Rs. 200.00,N/A,"
 
Long phunnel bowl
Terracotta made phunnel
Easy to use and clean
Compatible on all types of hookahs
Can be used with any HMD
Hold decent amount of flavor
 
 ",,,,,,,https://shopdop.in/products/flare-phunnel-bowl
Ferry Phunnel Bowl,Rs. 200.00,"['Ferry Phunnel', 'Ferry 2.0 Bowl']","
 

Height: 4 inches
Ceramic made hookah chillum
Single hole phunnel bowl
Easy to use, clean and carry
Compatible with all types of hookahs
Can be used with heat management devices also
No residue smell after proper cleaning
Long-lasting and durable product
At once can hold up to the 15-20gram flavor

Variants: Fully ceramic / Ceramic top and terracotta base
Available in multiple colors
Order will be processed as per color availability
 
 Ferry is one of the trending and highly demanding ceramic hookah bowls in India. The major focus point of this head is its premium look and top quality ceramic material. 
 Let’s check out its other features. 
 

Phunnel Bowl: Basically, Ferry is a ceramic phunnel bowl which is compatible with majorly all types of hookahs. It is a single-hole phunnel top that does not let your flavor fall in the base.

Compatible: If you are familiar with HMD then this chillum is especially for you. Ferry is a HMD fitting bowl which generates heavy and dense smoke. You can use it with foil as well.

Portable: Another key feature of the Ferry bowl is its portability. You can easily carry it anywhere. There is no residue smell left after a proper cleaning.

Flavor: At once this bowl can hold up to 15-20gm flavor.

Variants: Ferry phunnel chillum is available in two variants. One is fully ceramic and another one is a glazed ceramic top and terracotta base.

Dimensions:Height: 4 inchesDepth: 4 cm
 
   
 ",,,,,,,https://shopdop.in/products/ferry-2-0-phunnel-bowl
Mark Phunnel Chillum,Rs. 249.00,N/A,"
 
High quality ceramic material
Compatible with many heat management system
Easy to use, wash and clean
Left no awful smell after wash
Generate heavy and dense smoke
Single phunnel bowl design
Absorbs high temperature of the heat
Long-lasting flavor burning time
Holds up-to 25-30gm of flavor
 Ceramic American Phunnel is one of the attractive and designer chillums available at this site. This chillum has many qualities to create an exotic environment around you during your smoking session. 

Bowl Design:American Phunnel ceramic chillum is a single phunnel design bowl which doesn’t let your flavor to fall in a shisha base.

Heat Management: The ceramic material used in this chillum maintains a good heat flow and helps your flavor to burn for a long time.

No Awful Smell:This chillum is very easy to wash and clean. It didn’t allow previously used flavor fragrance to ruin your ongoing hookah session.

Capacity: American Phunnel ceramic chillum can hold up to 25-30gm of flavor.
 
 ",,,,,,,https://shopdop.in/products/mark-phunnel-chillum
Oblako Chillum,Rs. 249.00,N/A,"
 
Easy to use
Easy to clean and carry
Ceramic made hookah phunnel
Left no awful smell after a proper wash
Produce heavy and dense smoke during the session
Single hole phunnel design
Can hold up to 25-30 grams flavor at once
   Why to get it? Oblako Chillum is one of the premium and unique phunnel bowls available on our platform. It is a ceramic made hookah chillum/bowl with enamel coating. 

Single Hole Phunnel: Oblako is a single hole phunnel bowl. Its top is made up of ceramic and the upper portion is enamel coating material. It maintains a good heat flow and does not allow the flavor to fall in the base.

Compatible: Oblako phunnel bowl is compatible with all kinds of hookahs. It can easily be fitted on any shisha. You can use heat management devices also with this bowl.

Long Lasting: At once this phunnel can hold up to 25-30 gram of flavor and provide a long-lasting smoking session.

Dimensions: Height: 5 inchesDepth: 3 cm
 
 ",,,,,,,https://shopdop.in/products/oblako-chillum
